id	root	asset	uexp_offset	mode	export	source	translation	comment
ca0efedb5f96	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	15955	narrow	DT_Notes	Guards keep getting stabbed . . . 	Стражников все режут и режут...	
bb9069234467	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	16055	narrow	DT_Notes	You flip to find a journal entry . . .	Ты находишь запись в журнале...	
39ec18245019	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	16102	narrow	DT_Notes	Goods arrive less often these days, and not all that is delivered is as it seems. Some wagons bring flour, meat, or wood, yet a few return half-empty, their cargo . . . changed. Folk whisper of soft lumps in the sacks, of shapes that shift when no one looks. No man speaks it aloud. Now, wagons come rarely, if at all. What has become of the lands beyond, none can say.Travelers from other kingdoms are rarer still, and when they do arrive, their eyes are wide and hollow. They tell of roads overgrown with flesh, of villages abandoned, and of fields that breathe. Some merchants still trade, but I find myself counting outside honor less eagerly. Yet, life continues. Children play in the square. The King demand tribute. Knights march, some of them young and honorless, sent to the walls. The kingdom endures, and the flesh grows around it.	Товары приходят все реже, и не все прибывает прежним. Телеги везут муку, мясо, дерево, а возвращаются полупустыми, с чем-то мягким в мешках. Дороги зарастают плотью, деревни пустеют, поля будто дышат. Королевство еще держится, но плоть растет вокруг него.	
1d36c86bf216	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	17010	narrow	DT_Notes	Apothecary Notes	Записки аптекаря	
2ea868083622	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	17035	utf16	DT_Notes	The rot don’t listen, nor care for word or prayer. ’Tis no beast I know, nor man neither. It just grows.I’ve watched it long, and I think I’ve seen a pattern. When blood’s spilt, it slows some. Beast or man, all the same to it. Flesh for flesh, mayhap. I cannot prove it sure, but it encroaches towards us.What is the most plentiful flesh in this land? The peasants of the castle, aye. Folk whisper that the lords are making knights of them now. Not true knights, but honorless men in steel, given sword and oath, then sent to the walls.Only to buy us time . . . Truth or tale, I will meddle not more, lest I draw the King’s gaze even more than I have.	Гниль не слушает ни слов, ни молитв. Это не зверь и не человек: она просто растет. Я заметил: кровь замедляет ее. Плоть за плоть, быть может. Крестьян здесь больше всего, и лорды делают из них рыцарей - не истинных, а бесчестных людей в стали, чтобы купить нам время. Я больше не стану вмешиваться.	
900513252923	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	18372	narrow	DT_Notes	Welp . . . I done set this post right through me ladder. 'Bout time for me gettin' a new profession . . .	"Ну вот... прибил столб прямо к лестнице.
Видать, пора искать новое ремесло..."	
c6f074fdf85d	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	18543	narrow	DT_Notes	A Brief History of Nothing pt. 1	Краткая история ничего, ч. 1	
5aeec376108b	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	18584	narrow	DT_Notes	In the beginning, kingdoms rose, walls climbed, and honor was the measure of all men. But with time came the rot. An unearthly growth that crept upon the land like a living plague. None know from whence it came, some say witchcraft, others claim it was divine, but non could agreed. The Great War was fought over it, kingdoms burning as men hurled their lives into battle. When the war ended, each kingdom sealed itself away, cutting all ties, leaving only silence and doubt. Now, none recall how many years have passed, hundreds, thousands, or more and most records lie erased by flame, famine, and the flesh itself. Isolation is all we know. Some claim the endless casualties of the Great War gave the flesh its strength, that the fields of dead swelled its growth. Others call this folly, yet none deny that in those years the land was heaped with more blood and bone than ever before, and the flesh spread wider than any had seen.	В начале росли королевства, стены и честь. Потом пришла гниль: живая язва земли. Кто-то звал ее ведьмовством, кто-то карой богов. Великая война жгла страны, а после каждое королевство заперлось в себе. Летописи сгорели, память стерлась. Мы знаем лишь изоляцию и плоть за стенами.	
835d03f232e7	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	19584	narrow	DT_Notes	A Brief History of Nothing Pt.2	Краткая история ничего, ч. 2	
a05054c2a7ea	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	19624	utf16	DT_Notes	A plague, a corruption of sorts, has spread across the land and begun to grow upon the earth. With this ever-growing plague there is new life springing up, glowing mushrooms, blue fireflies, and trees that stretch higher and thicker than any before. Yet almost nothing that springs from the corruption is benign. New mutations, anomalies, giant tentacles, creatures that look like men, yet move and think as something else entirely, stalk the lands.It is not confined to the fields or forests. Rivers pulse with strange growths, and mountains swell as if the land itself were breathing. Animals are twisted, some born half-flesh. Villages that once thrived are now ghostly shells, their wells choked. Occasionally, travelers speak of . . . shapes in the soil, as if the land itself moves, and eyes that vanish when looked at directly. Whether these are tricks of fear or the corruption’s will, none can say.	Чума расползлась по земле и дала новую жизнь: светящиеся грибы, синих светляков, деревья выше прежних. Но почти все, что рождено гнилью, враждебно. Реки пульсируют, звери искривлены, деревни стали пустыми оболочками. Порой люди видят глаза в почве. Страх это или воля гнили - никто не знает.	
334bb87bdecc	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	21471	narrow	DT_Notes	I will see how much goo I can stand this nightI will beat my record of five, no matter how bad my head hurts . . .                      	Проверю, сколько жижи выдержу этой ночью. Побью свой рекорд в пять, даже если голова расколется...	
ac7bd6fdc951	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	21673	narrow	DT_Notes	You Will Need To hide 	Тебе придется прятаться	
34be80a6697d	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	21704	narrow	DT_Notes	Some things can hear you, some things can see you, some know you on a deep personal level. Find out what works best for each one.	Одни твари слышат, другие видят, третьи знают тебя слишком глубоко. Выясни, что действует на каждую.	
f00ee563186c	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	21899	narrow	DT_Notes	Yee Olde Retired	Списки старых	
d58c5e217cd0	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	21924	narrow	DT_Notes	"*Seems to be alot of badly written names in this book. Knights who came before you*

                                      Nights of Duty
Rodgery Bubbleguts -                     V
Charleston Mcgaffey -                   V
Ignious Rorkshire -                        III
Bradley Pillsworth -                       I
Thadius Chadmichealson -              XII
Ingleton Pinkerton -                      IV
Cletus Fondlebane -                       II
Elric Tuggins -                              V
Chom Nomski -                              III
Digith Burtholmes -                      VIII
Munchimus Maximus -                    VII
Sir Roggathan Dornelius III -           VII"	"*В книге криво записаны
имена прежних рыцарей*

                  Ночей службы
Виктус Брюхов -        V
Дарис Макгаф -        V
Димир Рорк -          III
Васил Пиллс -          I
Дмитр Хмурец -       XII
Дарьян Пинк -         IV
Васько Фондл -        II
Виктор Тугг -         V
Дим Номский -         III
Дарис Бурт -          VIII
Василим Максим -      VII
Сэр Викторн III -      VII"	
c524670362da	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	22677	narrow	DT_Notes	Experimental Health Potion	Опытное зелье	
d85fdfd58f60	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	22712	narrow	DT_Notes	"Red - Health Potions
Yellow - Stamina Potions

Red Health Potions are limited due to the missing herbalist from his apothicary.
If ye want more, ye will be payin.

Yee Yellow Stamina Potions are best drinken while your stamina is low . . . So best use it at the right moment.

The black and Green liquid is the best we could do. Should give you some Health. Most of the time . . .

Still tweaking the mixture, but still has some suprising results.

But if yeE thirsty, yeE be thirsty. Don't loose yeE head about it . . ."	"Красное - для ран.
Желтое - для сил.

Красных мало:
травник сгинул.
Нужно больше - плати.

Желтое пей,
когда силы на исходе.

Черно-зеленая жижа
тоже лечит. Иногда.

Смесь еще живет…"	
5df52e35b94f	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	23310	narrow	DT_Notes	Yee Olde Rules	Старые законы	
da0b49162e98	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	23333	narrow	DT_Notes	"I. Gain honor by completeing quests each day

II. Use honor to buy items from merchant

III. Each death loses 100 honor

IV. If Knights are left outside the gates when sleeping, thy are presumed DEAD and will loose 100 honor

V. If you reach zero honor and fail the quest you will fail

VI. If all deaths result in zero honor you will fail
"	"I. Честь дают за
задания каждую ночь

II. Честь трать
у торговца

III. Смерть отнимает
100 чести

IV. Заснешь за
воротами - потеря
100 чести

V. Ноль чести и
провал - гибель

VI. Все смерти сведут
честь к нулю - гибель
"	
8ac657c2faba	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	23689	narrow	DT_Notes	"Tips For New Knights . . .

Things can hear you. Things can see you. Some can only do one. They can hear you run. They can see your lantern light. 

Be vigilant be smart.

Items dropped on death will stay in the world for a few days.

If you die a new knight will replace you."	"Советы новым рыцарям...

Твари могут слышать. Твари могут видеть. Некоторые умеют лишь одно. Они слышат бег и видят свет фонаря.

Будь бдителен.

Брошенные после смерти вещи остаются в мире несколько дней.

Если умрешь, тебя заменит новый рыцарь."	
e9a04e9f4807	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	24039	narrow	DT_Notes	Tips For New Knights	Советы новым рыцарям	
2cc200feb6f4	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	24068	narrow	DT_Notes	"Things can hear you. Things can see you. Some can only do one. They can hear you run. They can see your lantern light. 

Be vigilant be smart.

Items dropped on death will stay in the world for a few days.

If you die a new knight will replace you.

Sprinting will alert those who can hear. Lantern light can be seen by those with eyes."	"Твари могут слышать. Твари могут видеть. Некоторые умеют лишь одно. Они слышат бег и видят свет фонаря.

Будь бдителен.

Вещи после смерти остаются на земле несколько дней.

Если умрешь, тебя заменит новый рыцарь.

Бег тревожит тех, кто слышит. Фонарь виден тем, у кого есть глаза."	
68a910b9b8e2	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	24444	utf16	DT_Notes	The red caps, they ain’t right. I think they speak to one another, not in words, but in some manner of sign or stir. Only one way, far as I can tell. And, well, ye’ll call me mad sure enough. But ever since they’ve grown thicker, the walk to my fishin’ hole feels shorter, as if the ground itself bends kindly for me.	Красные шляпки неправильные. Думаю, они говорят друг с другом не словами, а знаками и шевелением. С тех пор как их стало больше, путь к моей рыбацкой яме будто стал короче, словно сама земля услужливо гнется под ногами.	
c2a42929debd	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	25111	narrow	DT_Notes	"If yee be hungry, cook some food on the fire for more health!

First, Place the raw Fish or Drumstick on the rack and let it sizzle
Then, Wait till you see a poof of smoke
Finally, Enjoy that meal . . .

Also, don't eat the burnt ones. Those are bad for yee health . . ."	"Голоден? Готовь у огня:
сытость лечит.

Сырую рыбу или окорок
клади на решетку.
Дождись дыма.
Ешь, пока теплое...

Горелое не ешь.
Живот за это мстит."	
bc9a5818ab19	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	25453	narrow	DT_Notes	Compendium	Бестиарий	
375c1e3495f5	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	25472	narrow	DT_Notes	"*Many knights have begun compiling their knowledge within these pages, a growing record meant to aid any who dare endure the night.*

Followers

A hooded figure has been sulking around outside the gates at night. While they are easy to startle and run away, they have a proclivity to stab any who get too close. They seem to love stabbing in the back.
Many Knights claim they are easy to slay while other Knights claim it to be difficult. 
Keep an ear out for heavy breathing in the shadows. . . You may be getting followed.
Chasing them seems to only anger them further. Best keep your distance if poorly armed.
"	"*Здесь рыцари собирают
знания, чтобы пережить
ночь.*

Последователи

Фигура в капюшоне
бродит у ворот.
Ее легко спугнуть,
но вблизи она бьет
ножом, чаще в спину.

Слушай тяжелое дыхание
в тенях. Если идут
за тобой - не гонись.
Держи дистанцию.
"	
e8e0ad6d7c3b	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	26098	narrow	DT_Notes	"Angel 

A solitaire slab of stone carved into the shape of a noble. 
Knights claim that they can move in the nights . . .
Other claim to hear whispering from them. None Stare too long.
There is still much to be learned . . .
Some Knights have claimed they spawn when you hold a small statue, this is only a rumor right now.

""Lost a good Knight tonight. . . It seemed the longer he stared the faster it became. . . I called out to make a quick dash to the gates. . . I thought he would make it. . ."""	"Ангел

Каменная плита, иссеченная
под знатного. Говорят,
ночью она движется.
Иные слышат шепот.
Не гляди долго.

Есть слух: малая статуя
зовет их из камня.

""Рыцарь погиб. Чем дольше
он смотрел, тем быстрее
тварь становилась. Крикнул
ему бежать к воротам..."""	
14692fbaf660	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	26610	narrow	DT_Notes	"Meatman

Many Knights have grown accustomed to calling it the Meatman. A many legged crawling abomination.
This creature will try and grab and steal any Knight unfortunate enough to cross its path. Pulling them away from any other brothers. It does not ask for consent.
Some Knights have claimed that hitting this monster while carrying someone will force it to drop said person. If you get grabbed it will drop your lantern making your path back to safety even more treacherous.
Its appearance is unsightly, but some Knights have claimed it can be slain . . . "	"Мясник

Многие рыцари привыкли звать его Мясником. Ползучая многоногая мерзость.
Эта тварь хватает и утаскивает всякого рыцаря, которому не повезло оказаться на ее пути, отрывая его от братьев по страже. Согласия она не спрашивает.
Рыцари утверждают: если ударить чудовище, пока оно несет добычу, оно отпустит несчастного. Если схватит тебя, фонарь выпадет, и путь назад к свету станет еще опаснее.
Вид его мерзок, но некоторые рыцари клянутся, что его можно убить..."	
10b7931714b2	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	27181	narrow	DT_Notes	"Hollowman 

This creature is taller than most . . . A tall split man.
A swift and fearsome foe, many knights run in fear, but the rustling alerts the beast. 
Some have written about this beast in notes found on the farm.
Knights have claimed to have slain it, but at great cost . . .
Some Knights claim it is blind, but can hear all the better.
If you hear it's moaning you must stay silent . . ."	"Полый

Эта тварь выше большинства... высокий рассеченный человек.
Быстрый и страшный враг: многие рыцари бегут от него, но шорох только выдает их зверю.
О нем писали в записках, найденных на ферме.
Рыцари клялись, что убивали его, но страшной ценой...
Одни говорят, что он слеп, зато слышит куда лучше.
Если услышишь его стон, замри и молчи..."	
e9268c1d2d0b	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	27589	narrow	DT_Notes	"Meatmaw

A Giant flesh abomination drags intself across the ground using many legs. Not fast at first but once its head pops free it will become terrifyingly fast. Can't take turns very well, but its neck seems to rotate indepent from its body. Its known to swollow Knights whole . . . Armor and all."	"Мясопасть

Огромная плотская мерзость
тащит себя на многих ногах.
Сперва медленна, но когда
голова вырвется наружу,
стает ужасающе быстрой.
Поворачивает плохо,
зато шея крутится как чужая.
Глотает рыцарей целиком,
с доспехами и молитвами."	
3cc55b31b84d	legacy_notes	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/Notes/DT_Notes.uasset	27896	narrow	DT_Notes	"The Dangler

Few reports of this abomination. Most Knights to encounter it can only tell the tale of booming footsteps heard from far away . . . The others, a broken pile of bones and scrap metal . . .
One claimed thy got a glimpse of the  abomination. Saw what looked like a man dangling from a towering horror . . .  But thy not dare get any closer."	"Виселец

О твари пишут мало.
Кто встретил ее и выжил,
помнит грохот шагов
издалека. Остальные -
куча костей и железа.

Один рыцарь видел вдали
человека, свисающего
с башнеобразного ужаса.
Ближе он не пошел."	
f5df29fa7bb6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/BC_Dialog.uasset	1262	narrow	BC_Dialog_C	"((Interface=""/Script/Engine.BlueprintGeneratedClass'/Game/KnightsEnd/GameBackend/Systems/BPI_GameStateEvents.BPI_GameStateEvents_C'""))"		
0e3a3460bf64	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	291	narrow	S_NPCNames	David Dangleberries	Викторис Данглбер	
1fef8a73ed02	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	362	narrow	S_NPCNames	A. Poth E. Carry	Дарис Потекар	
1c2e9b31f76c	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	430	narrow	S_NPCNames	Yuri Diculous	Дмитрис Диковат	
14d8fe1f2b76	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	495	narrow	S_NPCNames	Finnian Fondleme	Васкар Фондлем	
dbf38dd1df58	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	563	narrow	S_NPCNames	Hamlin Porktussler	Вихтор Хрясник	
ef64aef5615b	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	633	narrow	S_NPCNames	Bertram Bingus	Дарий Бингус	
ef7f985afb31	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	699	narrow	S_NPCNames	Diggory Helmsworth	Димитр Хельмсворт	
860b3eab6835	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	769	narrow	S_NPCNames	Ulric Longdong	Василис Долгий	
08a28b0b5db8	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	835	narrow	S_NPCNames	Hugh Mayon	Виктар Мейон	
bca6149772a0	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	897	narrow	S_NPCNames	Dustman Palmrubber	Дарис Пыльнолад	
64588f05a8fc	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	967	narrow	S_NPCNames	Tomson Ethansworth	Дмитрок Этанов	
eede582bf025	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1037	narrow	S_NPCNames	Greralt Clobbergiver	Васко Дуболом	
f238a823e4fc	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1109	narrow	S_NPCNames	Allman Angierson	Виткор Злобин	
8edc75991efe	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1177	narrow	S_NPCNames	Kelcwin Pintsmasher	Дарка Кружколом	
9ce9b2e65009	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1248	narrow	S_NPCNames	Ignious Rockshire	Митрий Камнеград	
f0cd316915b7	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1317	narrow	S_NPCNames	Parma Sean	Василей Парман	
421259b7796e	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1379	narrow	S_NPCNames	Phil LeTankard	Виктус Танкарь	
086b4132d844	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1445	narrow	S_NPCNames	Sal Monella	Дарена Монелла	
87a830bc90e9	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1508	narrow	S_NPCNames	Haydem Bales	Димор Бейлс	
6a33e226bcc6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1572	narrow	S_NPCNames	Will Barrow	Васир Курган	
3e5c3958c77a	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1635	narrow	S_NPCNames	Noah Count	Вихтор Счетный	
c471e79c9127	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1697	narrow	S_NPCNames	Willy Tugman	Дарис Тягун	
6ba99e963013	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1761	narrow	S_NPCNames	Sum Donkus	Дмитрис Донкус	
5aafcf6e9178	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1823	narrow	S_NPCNames	Richard Dickinson	Васкар Диксон	
abcb99538b76	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1892	narrow	S_NPCNames	"Thagnus ""The Benevolent"""	Викторис Благостный	
38a19ee5c16d	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	1968	narrow	S_NPCNames	"William ""The Wolf"" Gapesmith"	Дарис Волчий Зев	
c1301df5ad49	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2048	narrow	S_NPCNames	Leo Neightuss	Димитр Нейтус	
cb7c11cc6285	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2113	narrow	S_NPCNames	Richard Dickson	Василис Диксон	
d060b5daaae6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2180	narrow	S_NPCNames	Hugh G. Dong	Виктар Донг	
200b6422e151	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2244	narrow	S_NPCNames	Al Amony	Дарий Амон	
7899fe1c8bde	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2304	narrow	S_NPCNames	Gruk	Дмитрок Грук	
185205cc7bd9	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2360	narrow	S_NPCNames	Bonk Balbonski III	Васко Балбонский III	
664d262244c1	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2430	narrow	S_NPCNames	Immabee Bonkers	Вихтор Бонкер	
0ee249005fdf	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2497	narrow	S_NPCNames	Yousef Ishprick	Дарис Ишприк	
a306cfec14e0	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2564	narrow	S_NPCNames	Baldy Cottonhill	Димор Хлопогор	
41e7953a3194	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2632	narrow	S_NPCNames	Hakan Lube	Васир Любень	
2591b588ff70	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2694	narrow	S_NPCNames	William Quakenbush	Виктус Квакенкуст	
e9cfad45cb26	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2764	narrow	S_NPCNames	Dit Clapper	Дарка Хлопун	
70df7a69a78a	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2827	narrow	S_NPCNames	Ronan Tugnuts	Дмитрис Тягорех	
f28c06251cb8	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2892	narrow	S_NPCNames	Radagon Bonk	Васкар Бонк	
45a2e61af748	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	2956	narrow	S_NPCNames	Wolfgang fontaine	Вихтор Фонтейн	
06bd44c0bc02	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3025	narrow	S_NPCNames	Gump Worstley	Дарис Худлей	
31c0a518f7d6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3090	narrow	S_NPCNames	Sotaly Tober	Димитр Тобер	
a56ae8bca90f	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3154	narrow	S_NPCNames	Durg	Васко Дург	
6a50a0beed78	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3210	narrow	S_NPCNames	Ceamore Beaver	Виктар Бобрич	
bd6de87091ef	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3280	narrow	S_NPCNames	Gwyneth Gooplord	Дарьяна Гнойвласт	
599799da9346	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3348	narrow	S_NPCNames	Alma Beeback	Митрия Бибак	
f906ef6e56a7	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3412	narrow	S_NPCNames	Mirielda Weaper	Василия Плакаль	
b4be6cb80bb6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3479	narrow	S_NPCNames	Ineta Barrow	Дарена Курган	
6e05c29527b2	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3543	narrow	S_NPCNames	Sara Sunmore	Виктория Солнемор	
c142ebc1c1af	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3607	narrow	S_NPCNames	Helga Longcheeks	Дарислава Долгощека	
bce9bd3e6693	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3675	narrow	S_NPCNames	Paulina Shores	Дмитрия Берегова	
ac8a98305df0	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3741	narrow	S_NPCNames	Tilda Morrow	Василиса Морроу	
062118905c9e	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3805	narrow	S_NPCNames	Ineta Longdong	Дарьяна Долгая	
3f58a1bce4e6	legacy_ui_original	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/UserInterfaceSystem/S_NPCNames.uasset	3871	narrow	S_NPCNames	Agnes Thiccthigh	Митрия Толстобедра	
